product_id,order_count,reorder_count,perc_reorder,product_name,aisle_id,department_id,popularity_rank,cart_order
24852,491291,415166,84.51,Banana,24,4,1,4.89
13176,394930,329275,83.38,Bag of Organic Bananas,24,4,2,5.1
21137,275577,214448,77.82,Organic Strawberries,24,4,3,7.25
21903,251705,194939,77.45,Organic Baby Spinach,123,4,4,7.43
47209,220877,176173,79.76,Organic Hass Avocado,24,4,5,6.78
47766,184224,140270,76.14,Organic Avocado,24,4,6,6.44
47626,160792,112178,69.77,Large Lemon,24,4,7,7.95
16797,149445,104588,69.98,Strawberries,24,4,8,7.12
26209,146660,100002,68.19,Limes,24,4,9,8.58
27845,142813,118684,83.1,Organic Whole Milk,84,16,10,5.43
27966,142603,109688,76.92,Organic Raspberries,123,4,11,7.21
22935,117716,82166,69.8,Organic Yellow Onion,83,4,12,8.52
24964,113936,77704,68.2,Organic Garlic,83,4,13,8.77
45007,109412,75431,68.94,Organic Zucchini,83,4,14,9.0
39275,105026,66306,63.13,Organic Blueberries,123,4,15,8.19
49683,99728,69022,69.21,Cucumber Kirby,83,4,16,7.66
28204,92889,66237,71.31,Organic Fuji Apple,24,4,17,7.01
5876,91251,63046,69.09,Organic Lemon,24,4,18,8.06
40706,88078,57957,65.8,Organic Grape Tomatoes,123,4,19,9.46
8277,87272,64134,73.49,Apple Honeycrisp Organic,24,4,20,7.65
4920,86748,58046,66.91,Seedless Red Grapes,123,4,21,8.21
30391,85005,59058,69.48,Organic Cucumber,83,4,22,8.59
45066,83320,60473,72.58,Honeycrisp Apple,24,4,23,7.39
42265,80493,52951,65.78,Organic Baby Carrots,123,4,24,8.7
44632,79245,61175,77.2,Sparkling Water Grapefruit,115,7,25,6.22
49235,79006,61801,78.22,Organic Half & Half,53,16,26,6.08
19057,78056,59489,76.21,Organic Large Extra Fancy Fuji Apple,24,4,27,7.51
4605,76929,45817,59.56,Yellow Onions,83,4,28,8.23
21616,75752,51869,68.47,Organic Baby Arugula,123,4,29,8.48
37646,75655,55506,73.37,Organic Gala Apples,24,4,30,7.59
17794,75233,48215,64.09,Carrots,83,4,31,8.62
27104,74235,47788,64.37,Fresh Cauliflower,83,4,32,9.13
30489,74172,53910,72.68,Original Hummus,67,20,33,8.41
31717,73050,45411,62.16,Organic Cilantro,16,4,34,9.15
27086,71641,54626,76.25,Half & Half,53,16,35,6.44
46979,71151,44042,61.9,Asparagus,83,4,36,8.8
8518,70804,43757,61.8,Organic Red Onion,83,4,37,9.37
44359,70714,44621,63.1,Organic Small Bunch Celery,83,4,38,9.17
28985,70076,48785,69.62,Michigan Organic Kale,83,4,39,7.5
41950,66827,43983,65.82,Organic Tomato Cluster,83,4,40,8.64
26604,64589,42138,65.24,Organic Blackberries,24,4,41,8.33
5077,63114,46586,73.81,100% Whole Wheat Bread,112,3,42,7.05
34126,63021,38644,61.32,Organic Italian Parsley Bunch,16,4,43,9.2
22035,61669,47204,76.54,Organic Whole String Cheese,21,16,44,8.07
39877,61116,43291,70.83,Organic Granny Smith Apple,24,4,45,7.99
43352,60919,41835,68.67,Raspberries,32,4,46,6.19
35951,60071,45558,75.84,Organic Unsweetened Almond Milk,91,16,47,6.63
10749,59878,39567,66.08,Organic Red Bell Pepper,83,4,48,8.99
19660,58312,47392,81.27,Spring Water,115,7,49,4.55
9076,58269,33999,58.35,Blueberries,116,1,50,8.32
24184,58185,36773,63.2,Red Peppers,83,4,51,8.63
21938,58005,35350,60.94,Green Bell Pepper,83,4,52,9.22
43961,57831,36582,63.26,Organic Peeled Whole Baby Carrots,123,4,53,9.19
34969,56643,36296,64.08,Red Vine Tomato,83,4,54,8.22
48679,54507,36087,66.21,Organic Garnet Sweet Potato (Yam),83,4,55,9.45
46667,54094,31089,57.47,Organic Ginger Root,83,4,56,9.0
12341,52497,39138,74.55,Hass Avocados,32,4,57,5.26
25890,52369,34796,66.44,Boneless Skinless Chicken Breasts,49,12,58,7.51
31506,52323,24984,47.75,Extra Virgin Olive Oil,19,13,59,9.01
5450,52124,35113,67.36,Small Hass Avocado,24,4,60,7.48
39928,52021,37156,71.43,Organic Kiwi,24,4,61,8.88
24838,51738,38958,75.3,Unsweetened Almondmilk,91,16,62,6.12
22825,50808,35088,69.06,Organic D'Anjou Pears,24,4,63,9.2
5785,49374,39820,80.65,Organic Reduced Fat 2% Milk,84,16,64,5.75
35221,48512,36014,74.24,Lime Sparkling Water,115,7,65,6.7
28842,47450,27019,56.94,Bunched Cilantro,16,4,66,8.83
33731,46932,28702,61.16,Grated Parmesan,21,16,67,9.51
8424,44976,29211,64.95,Broccoli Crown,83,4,68,8.53
27521,44828,31248,69.71,Organic Lacinato (Dinosaur) Kale,83,4,69,8.16
33198,44737,32848,73.42,Sparkling Natural Mineral Water,115,7,70,6.11
8174,44701,28620,64.03,Organic Navel Orange,24,4,71,8.8
44142,44477,24534,55.16,Red Onion,83,4,72,8.57
20114,44460,25922,58.3,Jalapeno Peppers,83,4,73,8.82
27344,43261,28551,66.0,Uncured Genoa Salami,96,20,74,8.8
11520,42274,32821,77.64,Large Alfresco Eggs,86,16,75,5.79
29487,42165,26965,63.95,Roma Tomato,83,4,76,7.91
18465,41812,30012,71.78,Organic Grade A Free Range Large Brown Eggs,86,16,77,6.68
28199,41303,24970,60.46,"Clementines, Bag",123,4,78,8.82
15290,41052,24781,60.36,Orange Bell Pepper,83,4,79,9.11
46906,40498,27037,66.76,Grape White/Green Seedless,24,4,80,8.48
9839,40373,28825,71.4,Organic Broccoli,83,4,81,8.18
27156,39577,23356,59.01,Organic Black Beans,59,15,82,10.03
3957,39271,30966,78.85,100% Raw Coconut Water,31,7,83,6.19
43122,38686,27378,70.77,Organic Bartlett Pear,24,4,84,9.28
23909,38631,30036,77.75,2% Reduced Fat Milk,84,16,85,5.44
34358,38537,22700,58.9,Garlic,83,4,86,8.66
4799,37689,24259,64.37,Shredded Parmesan,21,16,87,9.3
9387,37566,24478,65.16,Granny Smith Apples,24,4,88,7.48
16759,37562,21797,58.03,Organic Carrot Bunch,83,4,89,9.07
196,37298,29012,77.78,Soda,77,7,90,3.72
42736,37102,20678,55.73,Unsalted Butter,36,16,91,8.31
4210,36968,28837,78.01,Whole Milk,84,16,92,5.19
38689,36869,31394,85.15,Organic Reduced Fat Milk,84,16,93,4.72
41787,36620,23814,65.03,Bartlett Pears,24,4,94,8.21
47144,36048,25775,71.5,Unsweetened Original Almond Breeze Almond Milk,91,16,95,6.12
41220,36028,22298,61.89,Organic Romaine Lettuce,83,4,96,8.52
7781,35551,26020,73.19,Organic Sticks Low Moisture Part Skim Mozzarella String Cheese,21,16,97,8.16
33000,35384,23300,65.85,Pure Irish Butter,36,16,98,6.9
20995,34248,22331,65.2,Organic Broccoli Florets,116,1,99,8.87
21709,34211,25479,74.48,Sparkling Lemon Water,115,7,100,6.88
40604,33800,18927,56.0,Feta Cheese Crumbles,21,16,101,9.85
19678,33708,20653,61.27,Organic Russet Potato,83,4,102,9.23
30233,33242,25849,77.76,Organic Large Brown Grade AA Cage Free Eggs,86,16,103,6.23
34243,33143,21487,64.83,Organic Baby Broccoli,83,4,104,8.88
37687,33130,22167,66.91,Organic Spring Mix,123,4,105,7.04
24489,32658,20548,62.92,Organic Whole Strawberries,116,1,106,8.93
42828,32270,22297,69.1,Whipped Cream Cheese,108,16,107,9.26
432,32212,23519,73.01,Vanilla Almond Breeze Almond Milk,91,16,108,5.91
6184,32194,24434,75.9,Clementines,32,4,109,4.09
5479,32069,26119,81.45,Italian Sparkling Mineral Water,115,7,110,5.86
16185,31432,19369,61.62,Sharp Cheddar Cheese,21,16,111,8.98
42768,31196,17448,55.93,Organic Garbanzo Beans,59,15,112,9.88
17948,30970,19265,62.21,Frozen Organic Wild Blueberries,116,1,113,8.89
33754,30866,23156,75.02,Total 2% with Strawberry Lowfat Greek Strained Yogurt,120,16,114,7.46
8193,30731,17311,56.33,Russet Potato,83,4,115,8.67
19348,30565,23531,76.99,Fat Free Milk,84,16,116,5.54
26369,30517,19596,64.21,Organic Roma Tomato,83,4,117,8.48
42585,30310,20171,66.55,Organic Extra Firm Tofu,14,20,118,8.77
14992,30229,17639,58.35,Green Beans,83,4,119,9.24
14947,30009,24410,81.34,Pure Sparkling Water,115,7,120,5.81
22963,29507,19624,66.51,Organic Roasted Turkey Breast,96,20,121,8.67
28849,29174,16958,58.13,No Salt Added Black Beans,59,15,122,9.62
8021,29047,17204,59.23,100% Recycled Paper Towels,54,17,123,8.82
1463,28850,23404,81.12,Organic Milk,84,16,124,5.41
25659,28300,15051,53.18,Organic Coconut Milk,91,16,125,9.24
21405,28267,17423,61.64,"Organic Red Radish, Bunch",83,4,126,9.42
5025,27981,14589,52.14,Green Onions,83,4,127,8.71
41844,27959,16043,57.38,Honey Nut Cheerios,121,14,128,9.81
43789,27890,14289,51.23,Organic Basil,16,4,129,9.89
46676,27871,19018,68.24,Total 0% Nonfat Greek Yogurt,120,16,130,7.22
31343,27813,16562,59.55,Shredded Mild Cheddar Cheese,21,16,131,9.45
42701,27738,15477,55.8,Organic Sour Cream,108,16,132,9.67
11777,27713,17873,64.49,Red Raspberries,123,4,133,8.2
38293,27679,17843,64.46,Ground Turkey Breast,35,12,134,8.93
43295,27555,19346,70.21,Unsweetened Vanilla Almond Milk,91,16,135,6.43
36011,27402,22824,83.29,Organic Fat Free Milk,84,16,136,5.56
39475,27394,19362,70.68,Total Greek Strained Yogurt,120,16,137,7.58
20842,27200,18829,69.22,Total 0% Greek Yogurt,120,16,138,6.7
32689,26962,16121,59.79,Romaine Hearts,123,4,139,7.94
2295,26625,14447,54.26,Yellow Bell Pepper,83,4,140,9.95
32655,26575,20564,77.38,Organic Large Grade AA Brown Eggs,86,16,141,6.12
46802,26027,14939,57.4,Pineapple Chunks,116,1,142,8.66
25146,25972,16465,63.4,Original Orange Juice,31,7,143,7.17
13870,25941,16303,62.85,Lightly Salted Baked Snap Pea Crisps,107,19,144,9.53
18531,25530,15241,59.7,Organic Heavy Whipping Cream,53,16,145,7.9
31553,25414,12346,48.58,Fresh Ginger Root,83,4,146,8.91
5212,25388,18800,74.05,Watermelon Chunks,123,4,147,7.56
260,25115,15922,63.4,Cantaloupe,24,4,148,9.95
39408,25045,15641,62.45,Gala Apples,24,4,149,7.41
10246,24888,13067,52.5,Organic Celery Hearts,83,4,150,9.61
36695,24818,16754,67.51,Organic Hothouse Cucumbers,83,4,151,8.85
24830,24794,15226,61.41,Organic Romaine,123,4,152,8.93
38383,24491,15342,62.64,Organic White Onions,83,4,153,8.78
43768,24331,14358,59.01,Organic Bell Pepper,83,4,154,10.17
11182,24276,14670,60.43,Baby Spinach,123,4,155,8.24
1940,24175,18677,77.26,Organic 2% Reduced Fat Milk,84,16,156,5.63
18362,23944,17143,71.6,Organic Bread with 21 Whole Grains,112,3,157,7.78
21288,23941,15035,62.8,Blackberries,24,4,158,6.68
18523,23844,17396,72.96,Total 2% All Natural Greek Strained Yogurt with Honey,120,16,159,7.61
6046,23533,15628,66.41,Boneless Skinless Chicken Breast,35,12,160,7.99
44683,23424,12631,53.92,Brussels Sprouts,83,4,161,8.84
29987,22943,11888,51.82,Shredded Mozzarella,21,16,162,9.94
890,22834,10933,47.88,Organic Diced Tomatoes,81,15,163,9.73
43772,22576,14925,66.11,Cherubs Heavenly Salad Tomatoes,83,4,164,8.81
23734,22562,12063,53.47,Sour Cream,108,16,165,9.42
30450,22340,12664,56.69,Creamy Almond Butter,88,13,166,7.73
38777,22335,13803,61.8,Organic Green Seedless Grapes,123,4,167,9.19
38456,22296,12525,56.18,Large Grapefruit,24,4,168,9.22
7948,22252,12538,56.35,Organic Unsalted Butter,36,16,169,8.62
44910,22193,13389,60.33,Organic Spring Mix Salad,123,4,170,8.44
46969,22137,15111,68.26,Organic Bosc Pear,24,4,171,8.98
47734,22137,11492,51.91,Organic Green Cabbage,83,4,171,9.01
26620,22132,15051,68.01,Peach Pear Flavored Sparkling Water,115,7,173,7.32
38159,21993,13122,59.66,Organic Yellow Peaches,24,4,174,9.74
47672,21610,13327,61.67,Uncured Hickory Smoked Sunday Bacon,106,12,175,8.34
26165,21582,16617,76.99,Electrolyte Enhanced Water,115,7,176,5.58
44987,21562,10899,50.55,Heavy Whipping Cream,53,16,177,8.22
30776,21562,16524,76.63,Organic Raw Kombucha Gingerade,31,7,177,6.81
4957,21405,16092,75.18,Total 2% Lowfat Greek Strained Yogurt With Blueberry,120,16,179,7.96
35939,21112,11997,56.83,Organic Jalapeno Pepper,83,4,180,9.36
28289,21041,13046,62.0,Organic Shredded Carrots,123,4,181,9.25
16953,21024,11047,52.54,Creamy Peanut Butter,88,13,182,8.42
14678,20981,11845,56.46,Organic Frozen Peas,116,1,183,9.95
40310,20966,13376,63.8,Oven Roasted Turkey Breast,96,20,184,8.44
16349,20921,11849,56.64,Organic Yams,83,4,185,9.01
37067,20915,12501,59.77,Organic Banana,24,4,186,6.12
44422,20887,11285,54.03,Organic Old Fashioned Rolled Oats,130,14,187,9.16
29447,20770,17753,85.47,"Milk, Organic, Vitamin D",84,16,188,4.57
23375,20752,13025,62.77,Marinara Sauce,9,9,189,9.6
2078,20582,13644,66.29,Unsalted Pure Irish Butter,36,16,190,7.15
19048,20562,9603,46.7,Organic Butternut Squash,83,4,191,10.05
32864,20553,12141,59.07,Organic Baby Rainbow Carrots,123,4,192,9.49
33787,20552,15527,75.55,Total 2% Lowfat Greek Strained Yogurt with Peach,120,16,193,7.91
13984,20487,11176,54.55,Organic Mint,16,4,194,9.29
41290,20483,13728,67.02,Lemonade,31,7,195,7.46
8859,20468,15523,75.84,Natural Spring Water,115,7,196,4.93
23165,20435,10650,52.12,Organic Leek,83,4,197,9.62
48364,20417,10825,53.02,Sweet Onion,83,4,198,8.49
17600,20344,14242,70.01,"YoKids Squeezers Organic Low-Fat Yogurt, Strawberry",120,16,199,8.64
33120,20234,14371,71.02,Organic Egg Whites,86,16,200,6.82
39812,20209,8393,41.53,Organic Thyme,16,4,201,9.63
31683,20164,12429,61.64,Original No Pulp 100% Florida Orange Juice,31,7,202,7.21
26940,20016,11007,54.99,Organic Large Green Asparagus,83,4,203,9.83
35108,19971,12089,60.53,Salted Butter,36,16,204,8.44
28465,19962,14830,74.29,Icelandic Style Skyr Blueberry Non-fat Yogurt,120,16,205,7.7
26283,19400,11294,58.22,White Corn,83,4,206,9.2
38739,19198,11445,59.62,Hass Avocado,83,4,207,7.74
37158,19172,13197,68.83,Chicken & Maple Breakfast Sausage,52,1,208,8.24
3952,19145,12733,66.51,Organic Broccoli Crowns,83,4,209,8.81
2086,19052,11430,59.99,Sustainably Soft Bath Tissue,54,17,210,8.51
18370,19041,11508,60.44,Organic Shredded Mozzarella,21,16,211,10.1
45,19038,12505,65.68,European Cucumber,83,4,212,8.05
41665,19031,12210,64.16,Organic Mexican Blend Finely Shredded Cheese,21,16,213,9.54
35547,18977,12134,63.94,Organic Baby Kale,83,4,214,7.99
10957,18914,13546,71.62,Fridge Pack Cola,77,7,215,5.78
2966,18912,12231,64.67,Pure Coconut Water,98,7,216,7.69
24799,18899,13018,68.88,Vanilla Skyr Nonfat Yogurt,120,16,217,7.87
43154,18847,14720,78.1,Sparkling Mineral Water,115,7,218,4.34
43713,18800,10650,56.65,Organic Creamy Peanut Butter,88,13,219,9.88
10132,18736,13173,70.31,Organic American Cheese Singles,21,16,220,8.48
40571,18692,14002,74.91,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,120,16,221,7.87
40396,18614,12305,66.11,Guacamole,67,20,222,8.01
18027,18487,11631,62.91,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,112,3,223,7.99
1158,18445,10377,56.26,Mango Chunks,116,1,224,9.05
25931,18382,13183,71.72,Organic Baby Spinach Salad,123,4,225,7.3
7021,18336,7698,41.98,Organic Tomato Paste,81,15,226,9.96
42342,18260,10872,59.54,Roasted Turkey Breast,96,20,227,8.97
45535,18252,8744,47.91,Organic Low Sodium Chicken Broth,69,15,228,9.35
13629,18195,12414,68.23,Organic Snipped Green Beans,83,4,229,9.72
15937,18179,9063,49.85,Shallot,83,4,230,9.24
42450,18132,12675,69.9,Macaroni & Cheese,38,1,231,7.86
20119,18125,12776,70.49,Sparkling Water Berry,115,7,232,7.42
32478,18083,13831,76.49,Reduced Fat 2% Milk,84,16,233,4.17
48745,17920,9666,53.94,Globe Eggplant,83,4,234,9.92
21019,17829,9798,54.96,Roasted Red Pepper Hummus,67,20,235,9.18
48205,17707,9726,54.93,Spinach,123,4,236,8.26
39619,17596,9323,52.98,Organic Tomato Basil Pasta Sauce,9,9,237,10.42
34050,17568,12891,73.38,Orange Juice,31,7,238,6.59
34448,17534,11634,66.35,Original Veggie Straws,50,19,239,10.34
17461,17462,11797,67.56,Air Chilled Organic Boneless Skinless Chicken Breasts,35,12,240,8.39
45603,17435,13632,78.19,Trilogy Kombucha Drink,31,7,241,6.65
45633,17360,10469,60.31,Organic Beef Hot Dogs,106,12,242,9.25
31040,17333,10156,58.59,Sea Salt Pita Chips,107,19,243,9.7
30169,17274,11953,69.2,Total 2% All Natural Plain Greek Yogurt,120,16,244,7.32
38400,17168,9433,54.95,Asparation/Broccolini/Baby Broccoli,83,4,245,8.48
13646,17061,12417,72.78,Lemon Hummus,67,20,246,8.15
21267,17056,11789,69.12,Sourdough Bread,112,3,247,7.85
40174,17042,12969,76.1,2% Reduced Fat Organic Milk,84,16,248,5.7
5818,17028,9400,55.2,White Onion,83,4,249,8.14
36865,16953,12659,74.67,Non Fat Raspberry Yogurt,120,16,250,7.85
17872,16874,10159,60.21,Total 2% Lowfat Plain Greek Yogurt,120,16,251,8.2
26790,16780,12043,71.77,Organic AppleApple,99,15,252,9.63
23288,16664,12036,72.23,Distilled Water,115,7,253,5.62
39984,16585,8250,49.74,Organic Dill,16,4,254,9.67
21376,16584,10035,60.51,Pretzel Crisps Original Deli Style Pretzel Crackers,107,19,255,10.26
46654,16577,9740,58.76,Organic Grade A Large Brown Eggs,86,16,256,7.5
14084,16479,13370,81.13,Organic Unsweetened Vanilla Almond Milk,91,16,257,5.79
32734,16453,8479,51.53,Spaghetti,131,9,258,10.01
37766,16375,10077,61.54,XL Emerald White Seedless Grapes,123,4,259,8.53
12206,16337,7210,44.13,Basil Pesto,9,9,260,10.22
33768,16316,11104,68.06,Sinfully Sweet Campari Tomatoes,83,4,261,6.37
28934,16145,9905,61.35,Frozen Broccoli Florets,116,1,262,8.51
39993,16075,9091,56.55,Vine Ripe Tomatoes,83,4,263,8.42
6187,16015,9757,60.92,Raisin Bran Cereal,121,14,264,9.32
43086,15942,10177,63.84,Super Greens Salad,123,4,265,8.0
6348,15941,10730,67.31,Mini Original Babybel Cheese,21,16,266,9.4
329,15939,12733,79.89,Organic Whole Grassmilk Milk,84,16,267,5.05
18441,15914,6208,39.01,Organic Ketchup,72,13,268,9.99
5646,15905,10102,63.51,Organic Turkey Bacon,106,12,269,8.99
42356,15875,7827,49.3,Strawberry Preserves,88,13,270,10.07
6104,15821,11418,72.17,Whole Milk Plain Yogurt,120,16,271,6.91
48775,15645,7938,50.74,Organic Red Cabbage,83,4,272,10.15
10673,15642,10028,64.11,Original Nooks & Crannies English Muffins,93,3,273,7.85
651,15621,9361,59.93,Organic Salted Butter,36,16,274,8.4
25340,15592,9512,61.01,Large Yellow Flesh Nectarine,24,4,275,9.18
47977,15558,11353,72.97,Grapefruit Sparkling Water,115,7,276,5.9
19508,15514,6974,44.95,Corn Tortillas,128,3,277,9.78
13535,15401,7611,49.42,Organic Medium Salsa,51,13,278,9.38
40709,15397,9623,62.5,Sea Salt & Vinegar Potato Chips,107,19,279,9.54
39180,15352,12914,84.12,Organic Lowfat 1% Milk,84,16,280,5.01
36070,15326,8819,57.54,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",123,4,281,8.81
27336,15294,7703,50.37,Organic Rainbow Carrots,123,4,282,9.81
19677,15276,11325,74.14,Original Pure Creamy Almond Milk,91,16,283,6.26
10017,15250,9377,61.49,Tilapia Filet,39,12,284,8.74
28156,15209,8539,56.14,Total 0% Nonfat Plain Greek Yogurt,120,16,285,8.12
13829,15185,8151,53.68,Mild Salsa,51,13,286,10.42
42244,15152,11138,73.51,Total 2% All Natural Low Fat 2% Milkfat Greek Strained Yogurt,120,16,287,7.31
27695,15131,10226,67.58,Natural Chicken & Sage Breakfast Sausage,106,12,288,8.51
49520,15090,10718,71.03,Orange Sparkling Water,115,7,289,6.99
49383,15074,7993,53.03,Organic Bunch Beets,83,4,290,9.93
6873,15063,8587,57.01,Organic Iceberg Lettuce,83,4,291,9.1
8571,15031,11801,78.51,Baby Cucumbers,32,4,292,3.45
40545,14894,8534,57.3,Berry Medley,116,1,293,8.67
16083,14874,11452,76.99,Organic Large Brown Eggs,86,16,294,6.66
24561,14851,10349,69.69,Organic Cheese Frozen Pizza,79,1,295,9.12
11782,14851,7997,53.85,Bing Cherries,24,4,295,9.03
49075,14848,8548,57.57,Organic Brown Rice,38,1,297,9.7
13249,14804,11414,77.1,Skim Milk,84,16,298,6.13
30720,14777,7604,51.46,Sugar Snap Peas,83,4,299,9.94
40199,14762,8866,60.06,Chocolate Chip Cookies,61,19,300,6.88
24024,14692,11970,81.47,1% Lowfat Milk,84,16,301,5.66
35921,14650,10301,70.31,Organic Large Grade A Brown Eggs,86,16,302,6.63
17795,14614,8627,59.03,Organic Green Leaf Lettuce,83,4,303,8.6
17122,14550,9849,67.69,Honeycrisp Apples,24,4,304,6.26
8670,14480,6268,43.29,Diced Tomatoes,81,15,305,10.14
35561,14413,9048,62.78,Organic Tortilla Chips,107,19,306,6.1
25588,14397,7325,50.88,Seedless Small Watermelon,24,4,307,8.35
11422,14347,10533,73.42,Plain Greek Yogurt,120,16,308,6.93
31915,14334,9923,69.23,Organic Red Delicious Apple,24,4,309,7.68
14233,14281,10820,75.77,Natural Artesian Water,115,7,310,5.01
30827,14264,10352,72.57,Seedless Cucumbers,32,4,311,4.5
35042,14259,7107,49.84,Black Beans,59,15,312,9.96
3599,14237,9168,64.4,Baked Aged White Cheddar Rice and Corn Puffs,23,19,313,9.78
7963,14207,9542,67.16,Gluten Free Whole Grain Bread,58,1,314,7.48
25466,14183,10248,72.26,Water,115,7,315,5.54
44449,14181,6243,44.02,Organic Tomato Sauce,81,15,316,9.87
42445,14160,10657,75.26,Organic Plain Whole Milk Yogurt,120,16,317,6.8
36550,14149,9962,70.41,Organic Extra Large Grade AA Brown Eggs,86,16,318,7.13
17706,14109,9566,67.8,Organic Whole Grain Wheat English Muffins,93,3,319,9.05
19019,14079,8767,62.27,Uncured Slow Cooked Ham,96,20,320,9.12
20082,14051,11539,82.12,Organic Whole Milk with DHA Omega-3,84,16,321,5.41
42625,14036,6187,44.08,"Flat Parsley, Bunch",16,4,322,8.95
21295,14022,6500,46.36,Organic Spaghetti Squash,83,4,323,9.49
33401,14018,7715,55.04,Goat Cheese Crumbles,21,16,324,9.52
1511,13972,11106,79.49,2% Reduced Fat DHA Omega-3 Reduced Fat Milk,84,16,325,5.65
8048,13965,10715,76.73,Packaged Grape Tomatoes,32,4,326,3.98
16965,13908,7516,54.04,Chocolate Ice Cream,37,1,327,7.86
23537,13853,3823,27.6,Light Brown Sugar,17,13,328,9.5
5194,13847,8246,59.55,Organic Bunny Fruit Snacks Berry Patch,50,19,329,10.3
21195,13836,6861,49.59,Organic Extra Virgin Olive Oil,19,13,330,6.89
4562,13807,7725,55.95,English Seedless Cucumber,83,4,331,9.08
2825,13756,8977,65.26,Organic Original Hommus,67,20,332,9.52
15872,13725,7985,58.18,Celery Hearts,83,4,333,8.87
7751,13664,4450,32.57,Tomato Ketchup,72,13,334,9.62
38928,13651,11287,82.68,0% Greek Strained Yogurt,120,16,335,3.49
18288,13597,8301,61.05,Sea Salt Potato Chips,107,19,336,9.25
40723,13564,8854,65.28,Organic Cripps Pink Apples,24,4,337,7.97
13380,13513,7465,55.24,Organic Blue Corn Tortilla Chips,107,19,338,9.47
